area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Bremerton-Silverdale-Port Orchard, WA Metro Area",10673.0,7476.0,3900.0,1692.0,2907.0,4761.0,5652.0,4028.0,2304.0,2010.0,3936.0,4693.0,199.0,1478.0,7477.0,5324.0,655.0,650.0,19.0,23.0,1172.0,3472.0,3853.0,992.0,1064.0,38.0,103913.0,88611.0,2771.0,943.0,4223.0,710.0,4946.0,5774.0,46298.0,31630.0,15.2,14.6,15.7,16.1,20.7,10.4,14.6,16.0,7.4,8.4,1.3,1.1,5.5,1.8,1.1,3.5,1249.0,922.0,899.0,1199.0,1486.0,33585.0,15861.0,25533.0,15038.0,111027.0,77122.0,106210.0,58225.0,53.2,28.1,65.7,46.9,39.0,25.9,38.1,42.1,18.9,30.9,25.4,34.9,26.0,265882.0,135983.0,129899.0,107982.0,103250.0,21398.0,24746.0,215015.0,7129.0,2596.0,12876.0,512.0,2174.0,20211.0,6565.0,20652.0,336.0,112709.0,,,,,,,,30.5,31.6,0.34621745788667685,0.3501390820584145,0.3713733075435203,-5021.0,14668.0,1.463736958583623,,1.1000000000000014,0.024691404457616535,0.8086858079900106,0.026812646211477272
"Brenham, TX Micro Area",958.0,463.0,171.0,105.0,197.0,451.0,851.0,545.0,295.0,245.0,345.0,548.0,22.0,150.0,811.0,879.0,106.0,62.0,0.0,66.0,184.0,375.0,1147.0,60.0,90.0,22.0,12625.0,10332.0,1982.0,22.0,81.0,38.0,70.0,1180.0,33426.0,24154.0,12.6,17.9,15.3,18.6,0.0,0.0,0.0,17.3,6.5,11.7,0.4,3.4,7.3,0.4,0.0,2.7,885.0,665.0,805.0,792.0,1038.0,2590.0,1953.0,3005.0,1787.0,13777.0,8407.0,14825.0,8021.0,49.7,30.5,61.5,56.3,42.3,26.3,45.9,68.1,39.5,100.0,23.5,28.9,31.3,35163.0,17282.0,17881.0,13236.0,14226.0,3296.0,4080.0,27569.0,5805.0,88.0,582.0,24.0,38.0,643.0,52.0,5646.0,9.0,16206.0,12381.0,381.0,0.0,218.0,0.0,163.0,12000.0,23.7,23.0,0.47042564953012717,0.5406746031746031,0.6330472103004292,-107.0,9272.0,1.383870166432061,0.0,-0.6999999999999993,0.0014788271762932628,0.7840343542928646,0.1650883030458152
"Brevard, NC Micro Area",856.0,433.0,301.0,163.0,196.0,416.0,669.0,568.0,274.0,115.0,273.0,403.0,13.0,306.0,468.0,740.0,29.0,8.0,0.0,0.0,156.0,301.0,583.0,31.0,97.0,0.0,14567.0,13735.0,583.0,52.0,0.0,0.0,28.0,377.0,32808.0,28288.0,16.9,14.5,16.2,14.8,25.0,0.0,0.0,16.3,4.0,4.6,1.0,0.4,2.3,1.3,1.1,1.7,756.0,,457.0,759.0,811.0,2520.0,1504.0,2522.0,1708.0,13731.0,7738.0,15161.0,7206.0,56.9,21.4,63.1,59.9,37.1,19.2,52.7,1.1,6.4,,19.1,23.9,25.5,33775.0,16252.0,17523.0,13452.0,14917.0,4608.0,5504.0,30933.0,1612.0,99.0,47.0,0.0,17.0,459.0,186.0,1124.0,67.0,19645.0,14123.0,686.0,12.0,265.0,16.0,393.0,13437.0,23.9,24.2,0.43868852459016394,0.5674325674325674,0.4765217391304348,-187.0,4520.0,1.1597850678733033,0.01749271137026239,0.3000000000000007,0.005507031828275352,0.9158549222797927,0.04772760917838638
"Bridgeport-Stamford-Norwalk, CT Metro Area",29374.0,22050.0,12914.0,613.0,3519.0,12270.0,27730.0,17371.0,9850.0,1003.0,6912.0,14159.0,954.0,5592.0,12892.0,15473.0,1499.0,6903.0,573.0,479.0,3547.0,10157.0,16361.0,1752.0,9130.0,827.0,340189.0,263513.0,36251.0,801.0,15811.0,107.0,5845.0,53311.0,52612.0,37813.0,9.0,10.2,9.7,11.7,15.8,5.8,12.8,9.7,9.2,5.4,0.7,0.7,3.5,0.8,0.6,2.1,1499.0,951.0,1239.0,1557.0,1789.0,84765.0,57676.0,82775.0,60301.0,363384.0,268788.0,392005.0,242019.0,51.1,32.9,75.9,66.4,42.7,29.4,47.9,38.4,27.0,50.5,27.8,31.7,32.4,943926.0,459636.0,484290.0,350233.0,379191.0,63376.0,83245.0,688856.0,109186.0,2074.0,50339.0,20510.0,540.0,29740.0,6693.0,185996.0,4905.0,372565.0,340491.0,17244.0,438.0,8481.0,341.0,7984.0,323247.0,21.9,22.2,0.48560521154384984,0.4406534588163669,0.43270075557898435,-1644.0,14799.0,1.39137333721207,0.025400139178844816,0.3000000000000007,0.007090598203672745,0.7297775461212002,0.11567220311761726
"Brookhaven, MS Micro Area",885.0,728.0,368.0,57.0,243.0,513.0,827.0,228.0,357.0,124.0,679.0,474.0,11.0,221.0,384.0,624.0,54.0,101.0,16.0,35.0,327.0,263.0,565.0,145.0,46.0,56.0,12699.0,8791.0,3845.0,5.0,24.0,0.0,34.0,46.0,23618.0,16835.0,14.6,14.0,14.3,14.5,100.0,0.0,,14.4,7.9,5.4,0.8,1.6,3.7,0.8,0.1,2.1,713.0,468.0,472.0,692.0,785.0,2905.0,2100.0,3076.0,2265.0,12758.0,7440.0,14392.0,7004.0,50.5,30.3,68.2,45.9,37.4,22.6,47.6,0.0,5.2,,22.4,26.8,24.7,34320.0,16278.0,18042.0,12252.0,13853.0,2451.0,3285.0,23159.0,10957.0,5.0,165.0,73.0,0.0,34.0,0.0,152.0,0.0,15581.0,12827.0,425.0,23.0,285.0,0.0,117.0,12402.0,34.9,33.1,0.4830607476635514,0.2384937238493724,0.4924137931034483,-58.0,6783.0,1.4029106029106029,0.05411764705882353,-1.7999999999999972,0.0,0.6747960372960373,0.3192599067599068
"Brookings, OR Micro Area",494.0,395.0,151.0,9.0,237.0,283.0,326.0,138.0,147.0,15.0,275.0,201.0,22.0,107.0,348.0,97.0,10.0,0.0,0.0,7.0,87.0,291.0,49.0,11.0,18.0,0.0,10546.0,9720.0,84.0,153.0,102.0,0.0,467.0,560.0,28059.0,22198.0,26.0,21.1,23.7,2.1,39.3,19.5,0.0,23.8,21.5,14.4,1.6,1.3,9.6,6.1,2.4,8.9,888.0,705.0,704.0,850.0,1205.0,1571.0,1062.0,1211.0,1125.0,9732.0,4391.0,10040.0,3946.0,53.2,18.3,66.2,50.5,28.7,17.0,65.7,35.4,36.4,0.0,16.6,26.4,24.1,22650.0,11173.0,11477.0,9554.0,9797.0,3697.0,3926.0,20583.0,99.0,336.0,118.0,0.0,12.0,1436.0,130.0,1612.0,0.0,12948.0,10440.0,553.0,0.0,331.0,14.0,208.0,9887.0,24.3,24.5,0.3975609756097561,0.2589118198874296,0.49328859060402686,-168.0,5861.0,1.2640327957473647,0.0,0.1999999999999993,0.005739514348785872,0.9087417218543047,0.004370860927152318
"Brookings, SD Micro Area",3023.0,1019.0,308.0,138.0,523.0,705.0,2756.0,516.0,251.0,194.0,351.0,593.0,24.0,53.0,865.0,2797.0,153.0,643.0,12.0,20.0,78.0,957.0,2773.0,99.0,534.0,48.0,12896.0,12168.0,93.0,77.0,372.0,0.0,80.0,284.0,40944.0,29978.0,9.3,8.2,8.4,7.1,31.1,6.9,,8.6,8.2,4.5,1.3,1.4,2.6,1.2,0.9,1.4,750.0,522.0,590.0,735.0,1104.0,5894.0,1800.0,4957.0,1547.0,14586.0,10766.0,13698.0,9458.0,42.2,47.1,73.8,71.1,60.3,46.4,77.7,41.2,46.2,,46.3,45.8,46.3,34601.0,17697.0,16904.0,14223.0,13320.0,1916.0,2135.0,31987.0,497.0,380.0,1060.0,215.0,0.0,499.0,68.0,1063.0,3.0,14563.0,12764.0,831.0,0.0,486.0,9.0,336.0,11933.0,28.5,31.0,0.4768991174943762,0.33615635179153097,0.4490161001788909,-267.0,10966.0,1.365801587831076,0.0,2.5,0.00196526111962082,0.9244530504898703,0.01436374671252276
"Brownsville, TN Micro Area",353.0,383.0,187.0,54.0,62.0,178.0,472.0,325.0,194.0,44.0,138.0,281.0,0.0,70.0,514.0,94.0,0.0,33.0,0.0,11.0,96.0,308.0,248.0,47.0,7.0,0.0,7181.0,3293.0,3768.0,0.0,0.0,0.0,66.0,207.0,21583.0,18923.0,18.1,23.0,21.3,19.8,,0.0,100.0,22.2,10.1,12.9,1.3,2.8,7.4,1.9,1.3,5.9,651.0,525.0,373.0,614.0,724.0,1308.0,947.0,1622.0,1111.0,6521.0,4036.0,7607.0,3829.0,42.8,32.2,70.6,61.1,32.1,20.2,43.7,,0.0,100.0,19.5,31.3,38.2,17623.0,8238.0,9385.0,6196.0,7428.0,1324.0,1828.0,8243.0,8950.0,0.0,8.0,0.0,5.0,179.0,16.0,762.0,0.0,8420.0,7100.0,258.0,9.0,144.0,9.0,96.0,6842.0,35.4,31.4,0.5721212121212121,0.4590395480225989,0.5091863517060368,119.0,2660.0,1.1405696771125087,0.03488372093023256,-4.0,0.0009079044430573682,0.4677410202576179,0.5078590478352153
"Brownsville-Harlingen, TX Metro Area",13480.0,8043.0,4135.0,1989.0,4319.0,6521.0,11688.0,6231.0,3987.0,2566.0,4978.0,5632.0,502.0,4418.0,9137.0,7129.0,1517.0,417.0,34.0,294.0,3479.0,8866.0,6990.0,1238.0,862.0,78.0,124605.0,117293.0,550.0,380.0,823.0,16.0,798.0,105615.0,21551.0,16394.0,12.9,11.9,12.3,11.5,29.4,6.3,11.4,20.4,11.6,5.9,1.0,1.3,3.6,1.5,1.1,2.4,733.0,486.0,545.0,720.0,864.0,41855.0,24894.0,41119.0,26831.0,146805.0,91399.0,160197.0,79781.0,48.9,33.5,61.3,53.3,35.3,33.6,44.3,23.2,24.9,35.2,18.9,30.4,30.3,421666.0,204948.0,216718.0,139030.0,152902.0,24532.0,30933.0,397718.0,2441.0,982.0,2900.0,184.0,70.0,3377.0,337.0,378081.0,508.0,151096.0,123185.0,4477.0,66.0,1989.0,86.0,2336.0,118708.0,38.4,38.4,0.4643992371265099,0.43652795292139557,0.4908889436099483,-1792.0,5157.0,1.3145663047456386,0.014742014742014743,0.0,0.0007992107497403158,0.943206234318157,0.005788941958801516
"Brownwood, TX Micro Area",1001.0,713.0,348.0,123.0,443.0,599.0,944.0,382.0,367.0,156.0,471.0,656.0,191.0,229.0,722.0,557.0,15.0,39.0,0.0,23.0,93.0,538.0,769.0,109.0,109.0,8.0,14409.0,13435.0,416.0,66.0,125.0,0.0,213.0,2334.0,30489.0,23282.0,17.9,14.8,16.2,12.7,34.9,6.3,,18.8,7.3,8.7,2.1,1.9,6.1,3.3,2.5,3.8,765.0,575.0,538.0,767.0,886.0,3421.0,2092.0,3368.0,2154.0,14961.0,8971.0,15677.0,8119.0,52.2,24.7,60.3,50.3,38.8,23.0,52.1,5.8,20.7,,19.6,25.9,23.1,37855.0,18681.0,19174.0,14418.0,15050.0,3389.0,3999.0,34554.0,1426.0,203.0,270.0,83.0,0.0,883.0,85.0,8422.0,5.0,18979.0,14016.0,470.0,1.0,189.0,5.0,275.0,13546.0,24.1,24.4,0.4853470437017995,0.34885844748858447,0.5132867132867133,-57.0,7207.0,1.3095524439481143,0.002127659574468085,0.29999999999999716,0.0022454101175538236,0.9127988376700568,0.03767005679566768
"Brunswick, GA Metro Area",2919.0,2411.0,1375.0,170.0,756.0,1308.0,2469.0,2282.0,1363.0,398.0,1246.0,1365.0,176.0,947.0,2066.0,1016.0,257.0,129.0,0.0,64.0,827.0,1478.0,1245.0,226.0,451.0,14.0,46984.0,35202.0,10358.0,164.0,445.0,31.0,532.0,1882.0,30431.0,23104.0,18.4,15.4,17.5,16.3,25.3,7.9,0.0,18.1,10.1,10.8,2.5,2.0,6.3,2.1,1.5,5.2,857.0,771.0,622.0,787.0,970.0,9831.0,6427.0,10554.0,7090.0,44559.0,27435.0,50249.0,27402.0,48.8,27.7,68.2,57.9,35.4,21.7,45.3,24.1,24.3,0.0,21.2,28.3,29.5,117400.0,56083.0,61317.0,42994.0,48859.0,10421.0,12838.0,84293.0,27932.0,371.0,1489.0,598.0,116.0,2387.0,447.0,6048.0,146.0,60837.0,46374.0,3080.0,74.0,1572.0,47.0,1387.0,43294.0,27.0,25.2,0.45824053452115815,0.4862561261453228,0.4978086194302411,-450.0,7327.0,1.3171312326869806,0.024025974025974027,-1.8000000000000007,0.003807495741056218,0.7179982964224872,0.23792163543441228
"Bucyrus-Galion, OH Micro Area",1118.0,819.0,409.0,98.0,307.0,473.0,958.0,496.0,381.0,135.0,440.0,496.0,32.0,304.0,779.0,379.0,109.0,74.0,0.0,23.0,256.0,509.0,562.0,116.0,84.0,0.0,17782.0,17389.0,113.0,7.0,86.0,0.0,147.0,234.0,30348.0,21069.0,16.3,18.0,17.2,21.1,0.0,0.0,0.0,17.3,23.6,9.0,0.9,1.8,5.6,2.2,1.0,3.3,640.0,434.0,511.0,644.0,776.0,3542.0,2348.0,3425.0,2495.0,16259.0,10538.0,17447.0,9230.0,51.4,25.4,66.2,53.6,45.6,24.9,56.9,16.7,17.5,100.0,24.7,31.4,27.1,41821.0,20562.0,21259.0,15786.0,16893.0,3722.0,4814.0,40391.0,426.0,36.0,220.0,0.0,21.0,604.0,50.0,700.0,0.0,20044.0,,,,,,,,35.6,35.3,0.4614643545279383,0.37718631178707224,0.48227848101265824,-160.0,9279.0,1.4404100811618967,,-0.30000000000000426,0.0011955716027832906,0.9658066521603978,0.010186270055713636
"Buffalo-Cheektowaga, NY Metro Area",35837.0,32692.0,18802.0,787.0,7453.0,15479.0,34357.0,28186.0,15838.0,1710.0,10350.0,17487.0,404.0,4950.0,16828.0,20182.0,3507.0,5826.0,428.0,616.0,3662.0,12711.0,21180.0,3634.0,8046.0,1398.0,478104.0,394192.0,57691.0,2478.0,10365.0,102.0,5982.0,17474.0,35568.0,26562.0,12.9,13.8,13.1,16.6,18.7,6.3,10.6,13.0,14.8,7.1,0.7,1.1,4.6,1.7,0.9,2.8,808.0,666.0,662.0,817.0,895.0,115804.0,61851.0,114484.0,63604.0,445016.0,295084.0,483261.0,283756.0,45.1,35.7,75.4,68.5,53.2,31.6,56.2,44.7,41.3,77.1,31.2,38.6,37.3,1130175.0,547600.0,582575.0,430461.0,469618.0,86175.0,114786.0,899269.0,138548.0,6708.0,35130.0,10139.0,351.0,28137.0,4335.0,56963.0,1291.0,528735.0,,,,,,,,31.5,29.9,0.48945778841496423,0.4629915568842603,0.45721709006928407,-1480.0,9006.0,1.3390557939914163,,-1.6000000000000014,0.003835689163182693,0.7956900480014157,0.12258986440153073
"Burley, ID Micro Area",1013.0,642.0,261.0,333.0,651.0,765.0,743.0,378.0,276.0,485.0,721.0,796.0,5.0,459.0,970.0,539.0,60.0,48.0,0.0,26.0,291.0,824.0,610.0,64.0,44.0,7.0,14961.0,13987.0,0.0,265.0,59.0,11.0,131.0,3763.0,30000.0,17479.0,14.4,14.0,14.0,15.4,25.7,0.0,0.0,16.8,8.3,6.9,0.4,1.6,4.9,0.8,0.8,3.1,659.0,,512.0,645.0,850.0,4193.0,2629.0,3884.0,2733.0,16299.0,11785.0,16086.0,8589.0,59.2,24.4,45.7,36.0,34.2,24.0,80.6,21.0,37.3,53.8,19.8,24.6,22.4,44395.0,22392.0,22003.0,15493.0,15388.0,3060.0,3475.0,41440.0,84.0,544.0,194.0,0.0,39.0,600.0,99.0,13748.0,6.0,16948.0,15183.0,721.0,0.0,358.0,0.0,363.0,14462.0,32.3,34.5,0.42312072892938496,0.37058823529411766,0.5139664804469274,-270.0,12521.0,1.7163453286801305,0.0,2.200000000000003,0.002229980853699741,0.933438450275932,0.0018921049667755378
"Burlington, IA-IL Micro Area",1098.0,936.0,543.0,66.0,322.0,522.0,1059.0,723.0,370.0,148.0,335.0,765.0,11.0,314.0,741.0,406.0,148.0,140.0,0.0,16.0,176.0,567.0,725.0,98.0,146.0,15.0,19868.0,18521.0,928.0,15.0,84.0,0.0,286.0,298.0,32512.0,25559.0,16.1,15.9,16.3,10.6,0.0,8.2,,16.4,13.1,7.7,0.7,2.0,5.3,1.0,0.4,2.2,756.0,550.0,547.0,788.0,895.0,3723.0,2503.0,3682.0,2665.0,17946.0,12229.0,19298.0,11360.0,49.8,27.5,69.2,58.4,48.5,24.9,67.9,46.2,49.7,,24.3,32.4,28.4,46195.0,22505.0,23690.0,17356.0,18652.0,4297.0,5372.0,42149.0,2267.0,78.0,341.0,41.0,0.0,1264.0,161.0,1389.0,13.0,22471.0,19830.0,1352.0,2.0,585.0,31.0,734.0,18478.0,33.0,33.8,0.4909596662030598,0.4358047016274864,0.40525739320920046,-39.0,6953.0,1.2720372471536445,0.0014792899408284023,0.7999999999999972,0.003485225673774218,0.9124147635025436,0.04907457517047299
"Burlington, NC Metro Area",4656.0,3059.0,1917.0,277.0,1558.0,2405.0,5030.0,2844.0,2019.0,436.0,1869.0,2495.0,173.0,1321.0,2094.0,3856.0,199.0,296.0,7.0,25.0,950.0,2017.0,5082.0,289.0,562.0,43.0,64439.0,46738.0,13414.0,249.0,698.0,20.0,854.0,5082.0,29564.0,26561.0,13.3,13.7,14.5,14.0,15.9,7.7,24.2,15.4,3.7,5.7,0.6,1.2,3.6,1.2,0.4,1.8,813.0,551.0,629.0,786.0,902.0,14634.0,9154.0,16093.0,9921.0,60928.0,41406.0,69998.0,40706.0,47.1,32.1,65.8,61.5,41.9,27.4,46.1,36.8,33.7,31.6,26.3,32.1,32.2,163324.0,77542.0,85782.0,58853.0,67933.0,11428.0,15737.0,113953.0,31926.0,668.0,2602.0,623.0,66.0,3917.0,356.0,20511.0,139.0,70644.0,64059.0,3739.0,117.0,1844.0,91.0,1687.0,60320.0,37.0,35.0,0.5193062151558951,0.4817889208876842,0.5129573170731707,374.0,3003.0,1.1130605022401265,0.031291789248462154,-2.0,0.0021797163919570913,0.6977112977884451,0.19547647620680367
"Burlington-South Burlington, VT Metro Area",10398.0,5791.0,3573.0,208.0,1650.0,3023.0,10169.0,4822.0,2671.0,330.0,2221.0,3918.0,123.0,1116.0,4127.0,7469.0,315.0,2120.0,63.0,67.0,736.0,3367.0,7683.0,380.0,2919.0,253.0,87679.0,82133.0,1572.0,428.0,1949.0,36.0,1284.0,1445.0,38003.0,34572.0,11.8,12.5,12.0,17.9,32.3,7.9,0.0,12.0,9.6,6.9,1.1,0.6,4.8,1.0,0.9,2.1,1207.0,866.0,970.0,1311.0,1453.0,25768.0,12763.0,25215.0,12952.0,88937.0,64711.0,93743.0,61434.0,46.7,36.8,76.7,70.0,49.4,35.7,57.1,39.3,45.7,16.5,35.5,37.4,36.3,218784.0,107704.0,111080.0,86343.0,91107.0,14531.0,18320.0,199844.0,4764.0,885.0,6826.0,927.0,97.0,5272.0,1770.0,4727.0,265.0,97586.0,86949.0,7084.0,83.0,2889.0,316.0,3796.0,79865.0,21.6,21.8,0.4944328292896387,0.45434844059172713,0.4277706598334401,-229.0,3431.0,1.0992421612865904,0.011716544325239978,0.1999999999999993,0.008090171127687583,0.9134305982155916,0.021774901272487934
"Butte-Silver Bow, MT Micro Area",1473.0,850.0,360.0,110.0,187.0,506.0,1207.0,572.0,224.0,280.0,250.0,561.0,15.0,174.0,895.0,831.0,108.0,61.0,0.0,11.0,85.0,589.0,998.0,93.0,137.0,18.0,14960.0,14280.0,57.0,311.0,77.0,5.0,219.0,427.0,26188.0,26880.0,18.3,19.5,18.7,24.3,26.6,6.5,0.0,18.2,26.4,10.5,0.7,0.5,8.4,0.9,0.8,3.9,638.0,490.0,547.0,726.0,764.0,3704.0,2105.0,3402.0,1864.0,14308.0,8880.0,14274.0,7956.0,44.8,32.2,72.4,58.9,31.4,31.1,94.2,40.7,79.5,0.0,31.1,36.7,32.3,34770.0,17613.0,17157.0,13899.0,13854.0,2996.0,3523.0,32807.0,191.0,790.0,263.0,0.0,5.0,646.0,137.0,1585.0,13.0,17242.0,15158.0,906.0,0.0,376.0,37.0,493.0,14252.0,31.7,33.9,0.4503731343283582,0.4022503516174402,0.3835616438356164,-266.0,-692.0,0.9742559523809524,0.0,2.1999999999999993,0.003940178314639057,0.9435432844406098,0.00549324129997124
"Cadillac, MI Micro Area",1129.0,826.0,433.0,220.0,443.0,747.0,805.0,577.0,333.0,300.0,563.0,850.0,69.0,346.0,985.0,337.0,68.0,88.0,0.0,58.0,301.0,507.0,484.0,126.0,146.0,13.0,19018.0,18483.0,102.0,61.0,50.0,7.0,273.0,283.0,24561.0,22403.0,17.8,15.9,16.7,35.5,28.3,11.5,10.7,16.8,13.0,8.1,0.6,0.9,6.1,1.1,0.9,3.5,715.0,625.0,409.0,718.0,835.0,4156.0,2603.0,3907.0,2635.0,19156.0,11946.0,19063.0,9764.0,53.8,23.8,57.5,43.9,34.8,23.3,57.9,19.5,2.6,43.5,23.2,27.5,23.3,48284.0,24247.0,24037.0,18536.0,18509.0,4462.0,4792.0,46299.0,340.0,228.0,209.0,0.0,28.0,1068.0,218.0,1090.0,42.0,26187.0,19080.0,1510.0,14.0,773.0,21.0,702.0,17570.0,34.4,33.6,0.41623578076525336,0.4112615823235923,0.4347258485639687,-324.0,2158.0,1.0963263848591707,0.009271523178807948,-0.7999999999999972,0.004514953193604507,0.9588890729848397,0.007041670118465744
"Calhoun, GA Micro Area",1398.0,1068.0,543.0,278.0,506.0,1027.0,1351.0,618.0,341.0,307.0,909.0,922.0,244.0,401.0,898.0,846.0,103.0,41.0,0.0,52.0,271.0,944.0,826.0,178.0,145.0,0.0,20561.0,18568.0,694.0,201.0,212.0,6.0,266.0,2480.0,26990.0,18278.0,16.1,18.2,18.1,15.2,8.8,12.7,11.5,19.0,10.0,6.8,0.7,0.6,5.1,2.2,0.9,3.7,731.0,449.0,585.0,648.0,851.0,5268.0,3616.0,5367.0,3673.0,21938.0,14961.0,23133.0,12222.0,51.9,25.5,57.1,43.0,37.1,23.2,52.0,8.7,7.8,81.6,21.9,25.0,20.2,57202.0,28313.0,28889.0,20963.0,22145.0,3584.0,4663.0,50276.0,2169.0,725.0,637.0,222.0,87.0,1088.0,78.0,9060.0,150.0,22614.0,20294.0,1065.0,8.0,480.0,5.0,572.0,19229.0,33.9,33.7,0.4914514368861404,0.3665480427046263,0.38574660633484165,-47.0,8712.0,1.4766385819017398,0.007511737089201878,-0.19999999999999574,0.0013635886857102898,0.8789203174714171,0.03791825460648229
"California-Lexington Park, MD Metro Area",3511.0,2689.0,1488.0,193.0,1146.0,1894.0,3237.0,2036.0,1140.0,305.0,1372.0,2012.0,125.0,359.0,2217.0,1829.0,175.0,590.0,44.0,94.0,391.0,1681.0,2241.0,283.0,551.0,38.0,40552.0,32675.0,5982.0,9.0,821.0,0.0,790.0,1533.0,62940.0,37950.0,11.8,12.3,11.8,13.4,0.0,10.6,0.0,11.9,11.0,8.6,2.8,0.9,5.0,1.7,0.6,2.4,1398.0,1038.0,1001.0,1273.0,1619.0,11820.0,7196.0,11155.0,7105.0,43870.0,32524.0,44213.0,26385.0,52.3,31.5,65.0,57.5,35.7,28.1,48.9,32.9,24.9,0.0,27.9,31.4,29.6,112290.0,56147.0,56143.0,42314.0,42631.0,6581.0,7510.0,87625.0,16431.0,94.0,2865.0,326.0,20.0,4189.0,1326.0,5819.0,40.0,45109.0,40332.0,2450.0,18.0,1141.0,23.0,1268.0,37882.0,37.0,33.4,0.4796976882039123,0.4308994708994709,0.4337899543378995,-274.0,24990.0,1.658498023715415,0.007346938775510204,-3.6000000000000014,0.011808709591236975,0.7803455338854751,0.1463264760886989
"Cambridge, MD Micro Area",690.0,830.0,497.0,66.0,87.0,310.0,775.0,676.0,456.0,76.0,236.0,387.0,4.0,147.0,588.0,208.0,113.0,58.0,0.0,0.0,157.0,354.0,438.0,43.0,153.0,8.0,13183.0,9145.0,3483.0,0.0,120.0,0.0,352.0,488.0,27857.0,24485.0,16.7,18.1,17.5,17.9,13.3,19.5,,17.9,6.6,11.8,1.8,1.3,8.3,1.6,0.7,4.9,879.0,,565.0,842.0,1082.0,2642.0,1502.0,2900.0,1761.0,12180.0,7748.0,13958.0,8417.0,47.0,29.8,76.3,65.8,47.7,23.1,43.0,10.0,38.6,,22.0,34.4,31.0,32138.0,15177.0,16961.0,11728.0,13601.0,2994.0,3743.0,21065.0,8549.0,20.0,354.0,72.0,0.0,1741.0,84.0,1815.0,139.0,16747.0,13264.0,836.0,7.0,385.0,28.0,416.0,12428.0,36.4,34.2,0.5290102389078498,0.448871181938911,0.47848898216159497,85.0,3372.0,1.1377169695732081,0.008373205741626795,-2.1999999999999957,0.002613728296720393,0.655454602028751,0.2660090858174124
"Cambridge, OH Micro Area",908.0,882.0,508.0,160.0,273.0,647.0,784.0,620.0,212.0,194.0,491.0,543.0,54.0,253.0,563.0,652.0,74.0,72.0,0.0,62.0,129.0,588.0,493.0,67.0,78.0,0.0,16220.0,15684.0,136.0,52.0,82.0,0.0,253.0,86.0,26102.0,22142.0,18.2,18.1,17.7,30.5,30.3,5.8,,17.8,12.6,8.7,1.5,1.6,5.8,2.9,1.8,3.1,669.0,335.0,476.0,670.0,761.0,3544.0,2116.0,3331.0,2134.0,15457.0,9397.0,16003.0,8412.0,48.7,26.1,64.8,48.5,18.4,25.0,45.6,15.6,34.4,,25.0,30.9,26.5,39111.0,19534.0,19577.0,14992.0,15437.0,3397.0,4056.0,37144.0,444.0,109.0,171.0,75.0,0.0,937.0,44.0,460.0,47.0,19335.0,16098.0,1393.0,0.0,555.0,7.0,831.0,14705.0,32.8,30.6,0.46335697399527187,0.41278295605858856,0.29444444444444445,-124.0,3960.0,1.1788456327341703,0.0,-2.1999999999999957,0.001125003196031807,0.9497072434864872,0.011352304978139143
